player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Vaughn Blue,174921,HB,LIBERTY,10,47,4,4,29.8,71,0,238,1,0,4,94,14.5,7,12,206,0,30,82.0,66.9,22.5,,33.9,61.5,71.9,56.8,22,1,119,8,59,133,0,0,12,55,2,238,94,2.0,5.1,2.02,16
Makhilyn Young,156935,HB,VANDERBILT,13,47,6,7,73.2,303,0,414,0,6,6,195,81.6,7,17,333,1,35,60.2,79.4,22.1,,46.7,74.8,84.8,59.8,80,1,133,14,78,109,0,0,15,61,6,414,195,4.15,8.8,1.71,11
Malik Washington,198729,QB,MARYLAND,12,47,12,2,23.4,90,0,156,0,0,6,129,146.3,12,20,215,2,5,69.0,72.9,80.1,69.4,,60.0,71.6,60.2,73,2,0,0,1,236,229,24,0,23,4,385,241,5.13,8.2,0.0,10
Hahsaun Wilson,145580,HB,UTEP,11,47,9,2,54.6,124,0,227,1,2,9,180,78.0,5,6,330,0,14,82.1,59.7,82.6,,40.6,50.1,67.1,44.7,94,0,41,7,108,64,0,0,10,54,1,227,180,3.83,4.8,0.38,33
Kemper Hodges,186426,QB,AIR FORCE,7,46,14,3,28.2,64,0,209,0,0,13,151,96.9,7,19,101,1,25,58.9,75.9,78.4,42.8,,60.0,79.1,60.0,27,0,0,0,1,82,18,1,0,45,3,227,159,3.46,4.9,0.0,11
Branson Robinson,163749,HB,GA STATE,12,46,11,1,30.9,47,0,152,1,0,11,140,65.6,2,6,175,0,15,81.9,60.0,80.1,,13.4,47.5,66.4,54.5,47,1,22,5,60,63,0,0,6,51,1,152,140,3.04,3.3,0.37,30
Jayden Limar,174130,HB,OREGON,8,46,10,5,46.9,123,0,262,0,2,10,167,76.4,7,11,264,0,20,81.8,72.8,81.7,,69.1,62.2,76.8,51.8,53,0,75,11,70,72,0,0,11,57,3,262,167,3.63,5.7,1.07,25
Quinn Henicle,190064,QB,DOMINION,8,45,11,3,38.1,91,0,196,0,0,10,122,76.3,11,12,263,4,18,30.8,61.7,80.2,46.1,,,71.4,60.0,51,1,0,0,0,99,43,5,0,40,2,239,132,2.93,5.3,,12
Kiefer Sibley,183481,HB,N TEXAS,8,45,16,5,51.5,141,0,274,0,1,16,192,151.1,8,14,251,0,17,81.9,73.2,81.5,,27.8,56.1,77.7,67.6,45,0,34,3,55,59,0,0,4,48,5,274,192,4.27,6.1,0.62,24
Ben Finley,122864,QB,AKRON,11,45,12,1,13.6,38,0,107,0,0,3,72,34.6,9,12,102,8,4,52.6,71.2,88.8,69.1,,81.9,62.4,60.1,40,2,0,0,1,299,173,20,0,25,2,280,206,4.58,6.2,0.0,9
Dru DeShields,176094,QB,KENT STATE,11,45,10,0,0.0,0,1,35,0,0,1,29,5.5,4,10,201,9,9,42.0,61.7,64.9,63.3,,46.5,54.4,60.2,15,7,0,0,2,258,113,22,0,23,3,148,135,3.0,3.3,0.0,7
Josh Hoover,127148,QB,TCU,12,45,0,0,0.0,0,0,-10,0,0,0,9,0.0,7,9,305,5,1,61.9,76.7,64.3,78.7,,50.2,51.4,60.4,13,3,-5,0,2,349,125,19,0,26,2,115,41,0.91,2.6,-2.5,5
Adam Hill,191350,HB,TEXAS TECH,8,45,10,6,53.8,129,0,240,0,0,10,188,90.8,9,11,315,1,15,56.0,71.0,79.1,,29.0,52.8,74.1,56.4,36,0,1,1,30,69,0,0,1,46,0,240,188,4.18,5.3,0.03,30
Dre'lon Miller,190790,HB,COLORADO,11,45,12,1,12.8,16,0,125,5,4,12,100,53.9,2,7,143,1,6,61.5,54.1,84.3,,38.7,49.0,61.1,60.4,16,0,166,21,205,130,0,0,32,66,1,125,100,2.22,2.8,0.81,39
Drew Mestemaker,190616,QB,N TEXAS,14,45,6,0,0.0,0,0,48,0,0,2,41,14.2,9,13,251,2,8,69.6,86.3,90.0,84.3,,60.0,64.8,60.1,31,0,0,0,1,421,163,21,0,24,5,211,95,2.11,4.7,0.0,8
Aaron Turner,147371,WR,RICE,12,44,11,3,42.9,94,2,219,1,17,11,151,99.1,7,9,275,1,25,66.2,72.4,28.5,,37.8,75.4,71.6,51.4,52,4,385,53,200,396,0,0,63,97,3,219,151,3.43,5.0,1.93,12
EJ Smith,131782,HB,TEXAS A&M,10,44,12,4,30.7,63,0,205,1,1,12,144,88.6,8,16,312,0,24,81.4,74.2,79.7,,80.0,52.1,75.3,58.9,17,0,18,4,40,57,0,0,5,48,4,205,144,3.27,4.7,0.45,20
Miller Moss,70727,QB,LOUISVILLE,12,44,2,0,0.0,0,0,21,0,3,0,17,4.2,3,22,210,9,0,41.8,68.7,72.1,63.7,,57.6,78.9,60.3,13,3,15,2,1,340,69,10,2,36,9,90,28,0.64,2.0,15.0,3
Will Wilson,198972,QB,NC STATE,11,44,5,3,31.7,46,0,141,0,0,5,92,26.1,3,26,248,1,42,80.9,82.8,75.9,29.1,,,81.6,60.0,16,0,0,0,0,46,4,2,0,42,10,145,98,2.23,3.3,,0
Jalen Macon,153929,QB,N ILLINOIS,5,44,14,2,24.2,54,0,178,0,0,9,93,61.1,8,17,254,1,21,79.1,72.1,81.0,45.6,,,75.9,60.8,36,0,0,0,0,133,45,7,0,37,5,223,145,3.3,5.1,,10
Kalib Hicks,173701,HB,OKLA STATE,7,44,5,0,0.0,0,0,128,0,0,5,98,25.3,1,6,262,0,11,81.5,67.4,79.5,,50.6,51.8,68.3,57.6,14,0,0,0,15,53,0,0,0,44,0,128,98,2.23,2.9,0.0,32
Briggs Bartosh,124595,HB,ARMY,7,43,12,2,44.5,113,0,254,0,0,12,123,78.0,4,8,114,0,20,81.5,58.7,80.8,,15.3,61.9,59.6,66.0,75,0,8,1,5,80,0,0,1,44,1,254,123,2.86,5.9,1.6,13
Jamarion Morrow,199997,HB,TEXAS A&M,12,43,8,4,41.2,75,0,182,0,1,8,117,50.0,6,9,312,1,23,58.4,68.7,81.0,,52.4,67.0,69.0,57.2,23,0,80,6,57,69,0,0,8,49,1,182,117,2.72,4.2,1.4,20
Clay Ash,183873,HB,W VIRGINIA,8,43,3,0,0.0,0,0,131,0,1,3,107,18.8,3,7,343,0,5,81.3,60.8,81.6,,60.3,59.8,61.4,53.5,11,0,59,10,58,65,0,0,12,53,0,131,107,2.49,3.0,1.02,38
Elijah Gilliam,73621,HB,FRESNO ST,13,43,7,3,41.9,98,0,234,0,1,7,101,37.6,4,13,169,0,28,81.4,73.3,81.7,,38.0,66.2,75.3,54.9,39,0,53,7,42,56,0,0,7,50,5,234,101,2.35,5.4,1.26,15
Jobi Malary,103979,HB,JAMES MAD,9,43,8,6,60.2,210,0,349,0,0,8,202,87.4,9,22,197,0,18,81.3,89.8,0.0,,78.6,51.4,90.4,63.2,73,1,0,0,19,71,0,0,0,43,4,349,202,4.7,8.1,0.0,25
Cutter Boley,184630,QB,KENTUCKY,11,43,5,0,0.0,0,0,28,0,0,0,21,0.0,8,14,202,7,4,39.9,60.4,77.9,60.2,,54.3,56.6,60.1,30,3,0,0,1,287,218,30,0,13,2,246,154,3.58,5.7,0.0,3
Joe Fagnano,104768,QB,UCONN,12,43,7,1,12.3,26,0,32,0,0,0,10,0.0,7,14,146,2,0,66.3,87.6,89.2,82.6,62.2,48.7,80.3,60.4,38,0,0,0,2,323,179,23,0,20,3,211,120,2.79,4.9,0.0,5
Nicholas Vattiato,145302,QB,MIDDLE TN,9,43,6,0,0.0,0,0,21,0,0,0,13,0.0,3,10,224,6,6,52.6,63.8,87.5,66.7,62.2,49.6,46.4,60.2,12,0,0,0,3,171,121,30,0,13,2,142,86,2.0,3.3,0.0,2
Robby Preckel,199009,HB,NWESTERN,9,42,7,0,0.0,0,0,149,0,0,7,116,45.0,3,7,256,1,12,55.6,66.0,81.5,,68.8,64.1,68.6,38.2,14,0,4,1,44,67,0,0,1,43,0,149,116,2.76,3.5,0.09,30
Isaiah Rudison,175684,HB,NEW MEX ST,11,42,10,1,23.1,36,0,156,1,2,10,126,70.6,2,12,242,1,7,57.1,64.5,81.4,,81.4,55.8,63.5,68.2,36,0,44,9,61,64,0,0,12,51,2,156,126,3.0,3.7,0.72,35
Tayven Jackson,157615,QB,UCF,11,42,4,2,23.4,40,0,79,0,0,3,38,13.1,6,13,323,7,7,49.2,59.0,77.1,55.3,,68.1,68.5,60.1,25,6,4,1,2,230,92,13,2,30,3,171,92,2.19,4.1,2.0,14
Sedrick Irvin,176618,HB,STANFORD,12,42,3,1,12.4,15,0,121,1,0,3,83,13.5,2,7,300,0,22,81.3,64.9,81.2,,66.8,45.5,68.9,60.0,15,0,13,2,65,44,0,0,7,44,1,121,83,1.98,2.9,0.2,20
Sesi Vailahi,174313,HB,OKLA STATE,9,42,4,0,0.0,0,0,150,2,2,4,93,26.6,3,9,262,2,10,32.7,57.4,80.4,,56.4,47.0,59.1,71.7,14,0,54,8,58,52,0,0,12,50,2,150,93,2.21,3.6,0.93,32
Braxton Woodson,175276,QB,NAVY,9,42,6,5,56.9,242,0,360,0,0,5,113,36.2,9,17,237,1,24,57.4,92.3,79.2,74.2,,71.2,88.9,60.3,74,0,10,1,2,75,65,3,1,40,6,425,131,3.12,10.1,5.0,4
Will Hammond,184898,QB,TEXAS TECH,8,42,9,2,16.6,52,0,174,0,0,4,110,45.8,11,16,315,1,14,62.2,78.8,82.7,68.0,,,80.0,60.2,64,0,0,0,0,121,140,11,0,31,5,314,201,4.79,7.5,,6
CJ Carr,184093,QB,NOTRE DAME,12,41,4,1,22.6,28,0,68,0,0,1,25,2.4,4,10,258,4,9,67.1,85.0,78.2,82.8,,,68.1,60.4,28,4,0,0,0,348,56,9,0,32,3,124,45,1.1,3.0,,4
Amari Daniels,146991,HB,TEXAS A&M,11,41,4,2,30.6,66,0,216,0,0,4,133,30.2,4,9,312,0,16,81.2,73.2,79.2,,28.3,58.9,76.7,59.8,41,0,21,2,33,48,0,0,2,43,1,216,133,3.24,5.3,0.64,25
Oscar Adaway III,100835,HB,S CAROLINA,11,41,7,1,16.4,23,0,140,2,5,7,108,64.5,2,8,289,0,20,81.1,59.5,81.3,,22.2,51.1,63.6,61.9,23,0,72,8,97,69,0,0,14,49,1,140,108,2.63,3.4,0.74,21
Joe Labas,144847,QB,C MICHIGAN,13,41,1,0,0.0,0,0,75,0,0,1,61,4.5,1,4,134,8,21,34.5,69.5,75.9,69.1,,55.8,58.7,60.2,10,2,0,0,2,301,25,4,0,37,0,100,64,1.56,2.4,0.0,9
Rickie Collins,172474,QB,SYRACUSE,7,40,17,1,6.3,15,0,33,0,0,1,11,9.1,11,11,304,2,0,54.1,48.1,69.9,46.2,,,58.9,60.2,24,1,0,0,0,137,206,29,0,11,1,239,178,4.45,6.0,,1
Carter Smith,199578,QB,WISCONSIN,4,40,3,1,12.6,16,0,103,0,0,3,59,13.7,2,6,349,4,23,28.5,41.8,80.9,36.5,,,54.7,60.1,16,0,0,0,0,112,24,4,0,36,1,127,62,1.55,3.2,,6
Matthew Sluka,143059,QB,JAMES MAD,9,40,14,3,32.4,71,0,198,0,0,12,110,91.4,6,14,197,0,29,79.5,90.4,0.3,65.6,62.2,60.0,86.9,60.0,35,3,0,0,1,58,21,2,0,38,3,219,128,3.2,5.5,0.0,3
Aidan Armenta,175731,QB,LA MONROE,11,40,4,0,0.0,0,0,97,0,0,1,32,4.7,6,9,209,3,14,57.3,60.4,66.8,60.4,,49.1,57.4,60.2,41,5,0,0,3,305,108,14,0,26,2,205,61,1.53,5.1,0.0,4
Elijah Faulkner,199784,HB,UMASS,11,40,1,0,0.0,0,0,114,1,0,1,80,4.9,1,6,216,0,21,81.1,62.6,0.2,,52.0,42.2,69.3,66.5,14,1,5,1,67,50,0,0,3,41,0,114,80,2.0,2.9,0.07,19
Rodney Tisdale Jr.,188754,QB,W KENTUCKY,9,40,1,1,8.6,15,0,98,1,0,0,49,0.0,4,12,346,1,13,69.5,68.3,85.9,67.5,,36.9,63.5,60.2,15,2,5,2,4,177,77,16,4,26,2,175,72,1.8,4.4,1.25,4
Jaquez Moore,143866,HB,DUKE,10,40,7,3,41.3,86,0,208,1,5,7,115,76.7,5,9,154,0,8,81.0,71.2,78.9,,83.7,60.3,72.8,41.4,32,0,41,5,42,43,0,0,8,45,1,208,115,2.88,5.2,0.98,31
Keyone Jenkins,170403,QB,FIU,10,40,8,0,0.0,0,0,29,0,0,1,16,4.9,8,10,166,8,6,40.2,59.4,54.8,59.6,,60.0,57.5,60.1,42,3,0,0,1,260,204,22,1,18,5,233,132,3.3,5.8,0.0,8
Ju'Juan Johnson,184458,HB,LSU,13,40,7,2,40.7,72,0,177,1,5,7,133,68.8,3,11,211,3,7,37.6,60.0,83.4,70.7,41.0,59.1,62.6,48.5,56,0,69,18,130,69,0,0,20,58,2,177,133,3.33,4.4,0.53,32
Daniel Bray,199445,HB,UTAH,9,40,15,7,58.8,160,0,272,0,5,15,118,122.9,11,15,328,0,33,81.1,67.9,24.9,,67.0,56.9,74.1,59.2,49,1,67,8,66,112,0,0,10,48,1,272,118,2.95,6.8,1.02,3
Bert Emanuel Jr.,158581,QB,S DIEGO ST,11,39,8,3,65.7,182,0,264,0,0,7,98,50.1,5,10,284,2,20,32.6,68.9,44.0,56.1,,,69.7,60.1,72,1,0,0,0,105,13,2,0,37,2,277,100,2.56,7.1,,7
E.J. Warner,156185,QB,FRESNO ST,10,39,8,0,0.0,0,0,5,0,0,3,20,20.8,6,15,169,6,2,40.7,73.5,87.9,71.3,,,64.6,60.2,30,1,0,0,0,303,213,22,0,17,1,218,95,2.44,5.6,,1
Michael Van Buren Jr.,184764,QB,LSU,7,39,5,2,18.5,39,0,69,0,1,0,30,5.0,7,10,211,3,10,55.8,72.4,67.5,71.1,81.4,80.2,63.6,60.0,35,1,10,1,2,126,142,15,1,25,1,211,85,2.18,5.4,5.0,3
Johnathan Arceneaux,146053,HB,FRESNO ST,10,39,15,2,38.8,102,0,263,1,0,15,208,195.1,5,9,169,0,26,80.7,72.3,0.0,,72.7,46.6,77.1,75.4,58,1,16,2,39,52,0,0,4,41,2,263,208,5.33,6.7,0.41,12
Zuberi Mobley,145187,HB,TULANE,10,39,15,2,23.9,44,0,184,0,1,15,124,121.1,4,6,319,0,14,80.8,70.1,80.6,,77.6,61.4,72.3,51.4,28,0,19,3,50,57,0,0,3,42,2,184,124,3.18,4.7,0.38,25
Iverson Howard,198726,HB,MARYLAND,11,39,10,0,0.0,0,0,125,1,0,10,99,61.9,1,4,215,0,21,66.0,64.4,78.9,,36.0,44.0,68.8,59.5,10,0,3,2,25,43,0,0,3,41,0,125,99,2.54,3.2,0.12,18
Jahzae Kimbrough,171260,HB,KENT STATE,9,39,6,0,0.0,0,0,97,1,2,6,91,43.4,3,5,201,0,16,80.9,60.5,78.5,,33.5,52.5,63.5,58.9,12,0,28,4,46,43,0,0,7,43,0,97,91,2.33,2.5,0.61,23
Lamar Sperling,171214,HB,BUFFALO,9,39,12,2,34.2,80,0,234,0,2,12,160,136.8,6,9,126,0,5,80.7,76.3,78.7,,20.0,71.0,75.7,77.6,63,0,12,3,30,52,0,0,3,42,1,234,160,4.1,6.0,0.4,34
Jake Rendina,171009,HB,ARMY,12,39,3,2,16.5,30,0,182,0,0,3,77,15.2,2,13,114,1,10,52.8,71.3,86.0,,75.7,56.3,72.3,60.2,15,0,0,0,5,197,0,0,0,39,1,182,77,1.97,4.7,0.0,4
Tucker Gleason,122475,QB,TOLEDO,12,38,13,2,22.0,52,0,147,0,0,7,71,73.5,9,14,316,6,7,45.2,89.7,58.4,88.9,,,66.3,60.0,35,4,0,0,0,296,89,12,0,26,4,236,119,3.13,6.2,,6
Preston Stone,124716,QB,NWESTERN,13,38,4,1,20.8,30,0,52,0,0,1,25,4.3,5,11,256,8,2,38.5,70.9,81.4,70.2,,50.9,58.8,60.3,30,4,0,0,2,399,92,14,0,24,1,144,81,2.13,3.8,0.0,3
Jaylin Carter,199210,HB,SO MISS,9,38,3,1,16.3,27,0,166,0,15,3,72,58.8,4,10,296,1,22,57.7,67.6,81.1,,23.0,80.7,66.4,59.2,27,0,133,20,77,45,0,0,22,58,2,166,72,1.89,4.4,1.73,12
Cade Yacamelli,158712,HB,WISCONSIN,8,38,5,0,0.0,0,0,128,2,1,5,78,30.8,1,6,349,0,8,80.7,63.9,81.3,,69.7,35.4,67.6,71.4,12,0,26,2,36,60,0,0,6,40,0,128,78,2.05,3.4,0.72,28
Leo Pulalasi,176689,HB,WASH STATE,12,38,17,2,31.7,65,0,205,2,8,17,146,192.1,4,10,341,0,17,80.5,70.0,82.3,,65.8,60.2,72.4,67.5,45,0,69,12,71,77,0,0,16,50,0,205,146,3.84,5.4,0.97,21
Stacy Sneed,123680,HB,HOUSTON,10,37,7,1,12.3,16,0,130,2,1,7,91,43.7,5,7,182,0,12,80.5,62.1,81.4,,18.1,60.3,64.9,60.9,16,0,68,8,50,61,0,0,12,45,0,130,91,2.46,3.5,1.36,25
Nathan McNeil,198550,HB,IOWA,9,37,9,2,24.3,41,0,169,0,0,9,131,74.1,4,7,192,0,14,80.3,77.1,78.1,,12.2,65.7,78.4,58.0,24,0,48,6,27,43,0,0,6,43,0,169,131,3.54,4.6,1.78,23
Grayson James,145214,QB,BOSTON COL,7,37,3,0,0.0,0,0,89,0,0,2,40,10.2,2,5,121,3,11,56.4,60.6,84.1,58.0,,,63.0,60.0,20,2,0,0,0,142,58,9,0,28,0,147,53,1.43,4.0,,5
Devonte Lyons,189778,HB,FIU,11,37,9,2,35.2,50,0,142,1,1,9,77,42.5,6,7,166,2,15,31.8,59.1,80.2,,33.7,57.4,60.5,58.5,35,0,65,12,77,46,0,0,15,49,1,142,77,2.08,3.8,0.84,21
Darian Mensah,169984,QB,DUKE,14,37,3,0,0.0,0,0,-7,1,0,1,9,3.3,6,10,154,9,0,46.4,88.5,76.1,89.1,62.2,57.2,50.9,60.0,34,4,-11,1,1,389,150,21,1,17,1,143,30,0.81,3.9,-11.0,8
Shaun Boykins Jr.,190584,HB,LOUISVILLE,5,37,4,2,22.1,42,0,190,0,0,4,98,27.9,9,14,210,0,12,80.7,75.1,79.0,,18.9,57.1,74.2,61.5,26,0,5,1,17,44,0,0,1,38,1,190,98,2.65,5.1,0.29,25
Marcus Beamon,198245,QB,C MICHIGAN,5,37,3,1,18.3,15,0,77,0,0,3,47,10.9,2,8,134,0,24,79.8,67.9,75.8,71.9,,,63.0,60.0,15,0,0,0,0,47,5,1,0,36,1,82,50,1.35,2.2,,8
Maxwell Woods,192051,HB,WASH STATE,12,36,7,5,57.8,130,0,225,1,7,7,170,122.4,7,9,341,1,11,56.7,68.4,82.4,,11.3,65.2,76.4,54.2,48,0,138,18,81,64,0,0,21,54,0,225,170,4.72,6.3,1.7,25
Jerrick Gibson,184509,HB,TEXAS,4,36,8,0,0.0,0,0,151,0,0,8,81,50.0,5,9,311,1,16,52.1,68.7,78.8,,58.2,53.5,69.2,57.4,14,0,0,0,21,45,0,0,0,36,1,151,81,2.25,4.2,0.0,19
Braxton Jennings,204133,HB,LOUISVILLE,4,36,5,4,35.3,71,0,201,0,0,5,120,43.9,7,13,210,1,12,28.6,73.7,78.8,,75.8,56.7,72.8,72.2,22,0,6,2,23,46,0,0,3,38,1,201,120,3.33,5.6,0.26,24
Bryan Jackson,183621,HB,USC,8,36,3,1,23.6,29,0,123,0,2,3,107,39.1,2,8,326,0,14,80.3,63.2,80.4,,55.4,55.0,65.2,59.3,29,0,17,2,50,51,0,0,3,38,4,123,107,2.97,3.4,0.34,22
Jaron-Keawe Sagapolutele,198237,QB,CAL,13,36,3,0,0.0,0,0,13,0,0,1,11,2.8,2,9,130,9,1,58.8,78.2,82.3,78.6,65.5,48.3,51.2,60.1,25,2,0,0,4,324,96,16,0,20,4,109,70,1.94,3.0,0.0,6
Goose Crowder,144781,QB,TROY,8,36,11,1,9.5,16,0,70,0,0,2,62,42.9,4,12,318,2,5,57.9,77.6,70.7,74.8,,,69.7,60.0,16,1,0,0,0,154,99,19,0,17,2,169,167,4.64,4.7,,1
TJ Lateef,199810,QB,NEBRASKA,7,36,8,0,0.0,0,0,45,0,0,0,26,0.0,5,12,238,3,3,50.3,55.7,64.7,56.6,,,55.0,60.1,16,1,0,0,0,148,103,19,0,17,4,148,108,3.0,4.1,,4
Dwight Phillips Jr.,191156,HB,GEORGIA,11,35,12,5,41.9,88,0,210,0,0,12,120,114.3,10,11,173,1,20,50.4,73.8,77.0,,77.4,59.9,71.8,60.0,23,0,-6,1,9,37,0,0,1,36,1,210,120,3.43,6.0,-0.67,15
LJ Johnson Jr.,147003,HB,CAL,7,35,5,0,0.0,0,0,120,3,0,5,89,32.6,1,6,130,0,15,80.2,60.5,79.7,,78.7,30.8,68.6,47.7,12,0,18,4,51,41,0,0,11,39,2,120,89,2.54,3.4,0.35,20
Joe Pesansky,149434,QB,FIU,9,35,8,1,13.8,27,0,53,0,0,5,26,45.0,5,9,166,3,5,55.6,72.1,68.8,68.5,,,69.7,60.1,32,3,0,0,0,151,142,18,0,17,2,195,111,3.17,5.6,,4
Dexter Williams II,129457,QB,KENNESAW,8,35,9,1,9.9,16,0,108,0,0,5,54,46.9,7,11,200,1,11,77.0,66.3,82.9,60.5,,,69.9,60.0,16,1,0,0,0,112,54,11,0,24,3,162,95,2.71,4.6,,6
Danny O'Neil,184200,QB,WISCONSIN,7,35,5,2,23.2,38,0,119,0,0,2,44,16.6,4,13,349,1,11,76.6,51.3,61.7,43.9,,57.6,66.8,60.1,21,1,0,0,1,126,45,12,0,23,1,164,80,2.29,4.7,0.0,7
Zane Flores,174288,QB,OKLA STATE,9,35,8,2,19.4,40,0,64,0,2,1,48,36.1,8,12,262,5,9,45.3,56.9,87.0,53.2,89.8,65.3,64.5,60.5,27,0,-3,2,7,226,142,16,2,21,2,206,133,3.8,5.9,-0.43,7
Sawyer Robertson,146839,QB,BAYLOR,12,35,6,0,0.0,0,0,64,0,0,3,24,19.9,4,16,118,2,4,76.4,73.5,90.0,70.4,,,68.4,60.1,16,1,0,0,0,368,92,16,0,19,3,156,54,1.54,4.5,,9
Daune Morris,199973,HB,TENNESSEE,6,35,7,1,14.3,19,0,133,1,0,7,84,46.7,3,8,307,0,22,82.8,76.2,78.3,,28.3,39.3,80.3,60.0,19,0,4,1,20,36,0,0,2,36,1,133,84,2.4,3.8,0.2,13
Justin Williams-Thomas,157610,HB,MARSHALL,9,35,2,2,28.7,54,0,188,0,3,2,90,33.8,4,8,214,0,4,80.0,69.0,79.8,,54.0,68.2,71.1,49.6,37,1,41,3,43,72,0,0,5,38,2,188,90,2.57,5.4,0.95,31
Julian Sayin,183708,QB,OHIO STATE,14,34,3,0,0.0,0,0,-4,0,0,0,3,0.0,2,9,260,2,3,80.1,92.9,81.3,92.6,,57.0,64.0,60.0,12,1,0,0,1,393,48,11,0,23,0,44,42,1.24,1.3,0.0,0
Rickey Hunt Jr.,171350,HB,MIDDLE TN,8,34,4,1,13.5,15,0,111,0,3,4,88,38.5,3,8,224,0,11,79.9,65.6,82.6,,36.6,59.0,74.4,35.6,15,0,99,13,111,43,0,0,13,47,1,111,88,2.59,3.3,0.89,23
Owen McCown,157688,QB,UTSA,13,34,2,0,0.0,0,0,2,0,0,0,6,0.0,7,9,331,8,3,35.9,71.8,81.2,72.3,,61.8,51.1,60.2,29,1,0,0,5,330,145,17,0,17,1,147,65,1.91,4.3,0.0,3
Cam Davis,72376,HB,MINNESOTA,13,34,3,0,0.0,0,0,114,1,3,3,80,27.1,1,5,225,0,10,80.0,63.3,82.4,,50.1,68.2,63.4,52.5,14,0,119,18,96,45,0,0,21,52,2,114,80,2.35,3.4,1.24,23
Jordan Lyle,189441,HB,MIAMI FL,6,34,6,1,15.7,17,0,108,1,0,6,85,40.5,2,5,220,0,10,80.0,61.0,78.6,,41.0,47.8,64.0,60.0,17,0,22,3,28,40,0,0,4,37,1,108,85,2.5,3.2,0.79,24
Marquise Davis,198879,HB,MISSOURI,3,34,15,5,44.5,89,0,200,0,0,15,104,134.9,8,13,229,0,15,79.8,86.7,78.5,,,54.6,83.7,59.4,23,0,0,0,6,37,0,0,0,34,2,200,104,3.06,5.9,0.0,19
George Pettaway,156351,HB,JAMES MAD,12,34,1,3,36.4,71,0,195,0,1,1,67,9.2,5,6,197,0,14,79.9,65.3,80.5,,51.9,59.8,68.5,54.6,35,0,67,9,64,53,0,0,11,43,0,195,67,1.97,5.7,1.05,20
Tad Hudson,170107,QB,COAST CAR,11,34,4,1,12.5,18,0,55,0,0,1,34,7.0,5,13,141,9,4,39.3,56.7,39.2,57.0,91.5,50.0,59.8,60.0,18,7,0,0,2,204,89,12,0,22,2,144,69,2.03,4.2,0.0,7
Dylan Edwards,171893,HB,KANSAS ST,3,34,8,3,51.7,106,0,205,0,0,8,154,97.9,8,11,199,0,17,80.5,69.9,79.5,,38.2,62.5,71.0,55.6,75,0,17,3,40,49,0,0,3,37,2,205,154,4.53,6.0,0.43,16
Floyd Chalk IV,167095,HB,S JOSE ST,4,34,9,1,11.5,16,1,139,0,0,9,116,85.3,4,9,285,1,13,51.4,73.5,0.0,,73.0,57.0,77.0,47.5,16,3,0,2,22,43,0,0,2,36,2,139,116,3.41,4.1,0.0,19
Thomas Gotkowski,184081,QB,MIAMI OH,5,33,2,1,12.5,18,0,81,0,0,2,37,15.3,4,5,221,1,5,60.9,62.2,82.0,58.0,,,65.0,60.0,18,0,0,0,0,112,63,11,0,22,1,144,61,1.85,4.4,,10
Jackson Brousseau,173480,QB,COLO STATE,9,33,2,0,0.0,0,0,-2,0,0,0,6,0.0,2,11,144,3,3,57.1,55.8,85.5,56.3,,57.2,53.4,60.2,12,0,0,0,0,163,130,26,0,7,1,128,76,2.3,3.9,,1
Tyrell Reed Jr.,190174,HB,LA MONROE,7,33,10,3,38.7,53,0,137,0,0,10,110,101.0,4,6,209,0,9,80.0,78.9,79.4,,62.2,55.3,77.3,59.1,19,0,0,0,11,39,0,0,0,33,0,137,110,3.33,4.2,0.0,19
Lazaro Rogers,205284,HB,N ILLINOIS,7,33,4,2,48.1,91,0,189,0,0,4,157,56.0,2,5,254,0,12,79.7,70.1,77.6,,68.1,57.4,69.6,58.7,76,0,2,1,14,37,0,0,1,34,1,189,157,4.76,5.7,0.14,21
Cartevious Norton,157582,HB,USF,6,32,7,2,34.9,58,0,166,0,5,7,102,109.3,4,7,327,1,18,48.2,73.2,79.7,,68.9,47.3,79.3,53.5,37,0,26,3,38,49,0,0,3,35,2,166,102,3.19,5.2,0.68,13
Mel Brown,169178,HB,UCONN,5,32,9,4,58.8,154,0,262,0,1,9,166,144.1,4,6,146,0,5,80.4,70.6,79.1,,71.7,59.1,71.4,58.8,49,0,12,4,29,38,0,0,5,36,2,262,166,5.19,8.2,0.41,24
Walker Eget,146170,QB,S JOSE ST,11,32,5,0,0.0,0,0,19,0,0,2,18,17.1,4,9,285,5,2,64.8,69.1,88.0,68.3,,56.7,57.8,60.0,13,1,0,1,1,209,117,18,1,15,0,136,84,2.63,4.3,0.0,3
Brendan Sullivan,145034,QB,TULANE,13,32,5,0,0.0,0,0,27,0,0,3,26,19.5,1,1,319,1,8,75.8,62.9,79.3,77.9,,55.5,49.7,60.4,10,0,0,0,2,44,60,12,0,20,0,87,73,2.28,2.7,0.0,5
